Location,Admin Level,P-Code,Name,Parent P-Code,Valid from date
MMR,4,MMR013007701,Urban,MMR013007,2024-02-15
MMR,4,MMR013009701,Urban,MMR013009,2024-02-15
MMR,4,MMR013010701,Urban,MMR013010,2024-02-15
MMR,4,MMR013011701,Urban,MMR013011,2024-02-15
MMR,4,MMR013012701,Urban,MMR013012,2024-02-15
MMR,4,MMR013013701,Urban,MMR013013,2024-02-15
MMR,4,MMR013014701,Urban,MMR013014,2024-02-15
MMR,4,MMR013015701,Urban,MMR013015,2024-02-15
MMR,4,MMR013016701,Urban,MMR013016,2024-02-15
MMR,4,MMR013017701,Urban,MMR013017,2024-02-15
MMR,4,MMR013018701,Urban,MMR013018,2024-02-15
MMR,4,MMR013019701,Urban,MMR013019,2024-02-15
MMR,4,MMR013020001,Shan Te Gyi (East),MMR013020,2024-02-15
MMR,4,MMR013020002,Ma Lit (East),MMR013020,2024-02-15
MMR,4,MMR013020003,Lay Daunt Kan (East),MMR013020,2024-02-15
MMR,4,MMR013020701,Urban,MMR013020,2024-02-15
MMR,4,MMR013021701,Urban,MMR013021,2024-02-15
MMR,4,MMR013021800,,MMR013021,2024-02-15
MMR,4,MMR013022701,Urban,MMR013022,2024-02-15
MMR,4,MMR013023001,Win Kha Nee,MMR013023,2024-02-15
MMR,4,MMR013023002,Hpar Ku (East),MMR013023,2024-02-15
MMR,4,MMR013023003,Hpar Ku (West),MMR013023,2024-02-15
MMR,4,MMR013023004,Day Zat,MMR013023,2024-02-15
MMR,4,MMR013023005,Yone Tha Pyay Kan,MMR013023,2024-02-15
MMR,4,MMR013023006,Min Ga Lun,MMR013023,2024-02-15
MMR,4,MMR013023007,Baw Tha Pyay Kan,MMR013023,2024-02-15
MMR,4,MMR013023008,Kayin Seik,MMR013023,2024-02-15
MMR,4,MMR013023009,Tha Pyay Kone,MMR013023,2024-02-15
MMR,4,MMR013023010,Bagan Taung,MMR013023,2024-02-15
MMR,4,MMR013023011,Ah Lun Soke,MMR013023,2024-02-15
MMR,4,MMR013023012,Kyaung Kone Seik Gyi (a) Gya Mar,MMR013023,2024-02-15
MMR,4,MMR013023013,Let Yet San,MMR013023,2024-02-15
MMR,4,MMR013023014,Thu Htay Kwin,MMR013023,2024-02-15
MMR,4,MMR013023015,Sit Pin Kwin,MMR013023,2024-02-15
MMR,4,MMR013023016,Ba Yet,MMR013023,2024-02-15
MMR,4,MMR013023017,Nga Byay Ma,MMR013023,2024-02-15
MMR,4,MMR013023018,Nga/Pa,MMR013023,2024-02-15
MMR,4,MMR013023019,Tha Nat Pin,MMR013023,2024-02-15
MMR,4,MMR013023020,Bo Gyoke,MMR013023,2024-02-15
MMR,4,MMR013023021,Nyaung Thone Pin,MMR013023,2024-02-15
MMR,4,MMR013023022,Hpa Yar Kone,MMR013023,2024-02-15
MMR,4,MMR013023023,La Har Yet,MMR013023,2024-02-15
MMR,4,MMR013023024,Ka Dat Hpyar,MMR013023,2024-02-15
MMR,4,MMR013023025,Nyaung Lay Pin,MMR013023,2024-02-15
MMR,4,MMR013023026,Ku Lar Wea,MMR013023,2024-02-15
MMR,4,MMR013023027,Say Lone Gyi,MMR013023,2024-02-15
MMR,4,MMR013023028,Chaung Sauk,MMR013023,2024-02-15
MMR,4,MMR013023701,Urban,MMR013023,2024-02-15
MMR,4,MMR013024001,Kan Pyaung,MMR013024,2024-02-15
MMR,4,MMR013024002,Pi La Khat,MMR013024,2024-02-15
MMR,4,MMR013024003,Kyon Kan,MMR013024,2024-02-15
MMR,4,MMR013024004,Wea Gyi,MMR013024,2024-02-15
MMR,4,MMR013024005,Ywar Thit Gyi,MMR013024,2024-02-15
MMR,4,MMR013024006,Kyan Pin,MMR013024,2024-02-15
MMR,4,MMR013024007,Thaung Gyi,MMR013024,2024-02-15
MMR,4,MMR013024008,Kayin Chaung,MMR013024,2024-02-15
MMR,4,MMR013024009,Zwe Ka Nar,MMR013024,2024-02-15
MMR,4,MMR013024010,Ah Se,MMR013024,2024-02-15
MMR,4,MMR013024011,Min Ga Lun,MMR013024,2024-02-15
MMR,4,MMR013024012,Na Ywe Chaung,MMR013024,2024-02-15
MMR,4,MMR013024013,Sit Ta Pin,MMR013024,2024-02-15
MMR,4,MMR013024014,Mya Kaing,MMR013024,2024-02-15
MMR,4,MMR013024015,Boe Ba,MMR013024,2024-02-15
MMR,4,MMR013024019,Tha Nat Pin Chin,MMR013024,2024-02-15
MMR,4,MMR013024020,Baw Ga Lut,MMR013024,2024-02-15
MMR,4,MMR013024021,Chaung Wa,MMR013024,2024-02-15
MMR,4,MMR013024022,Kwa Hnee,MMR013024,2024-02-15
MMR,4,MMR013024023,Zwe Bar Kone Tan,MMR013024,2024-02-15
MMR,4,MMR013024024,Nyaung Waing,MMR013024,2024-02-15
MMR,4,MMR013024025,Yae Kyaw,MMR013024,2024-02-15
MMR,4,MMR013024026,Kyar Kan,MMR013024,2024-02-15
MMR,4,MMR013024027,Par Da Gyi,MMR013024,2024-02-15
MMR,4,MMR013024028,U Yin,MMR013024,2024-02-15
MMR,4,MMR013024029,Shwe Pyauk,MMR013024,2024-02-15
MMR,4,MMR013024030,Pan Taw,MMR013024,2024-02-15
MMR,4,MMR013024031,Ywar Thit Ka Lay,MMR013024,2024-02-15
MMR,4,MMR013024032,Mee Pya,MMR013024,2024-02-15
MMR,4,MMR013024033,Ka Mar Ka Loke,MMR013024,2024-02-15
MMR,4,MMR013024034,Kha Naung,MMR013024,2024-02-15
MMR,4,MMR013024035,Sin Ma Kaw,MMR013024,2024-02-15
MMR,4,MMR013024036,Pan Chaung,MMR013024,2024-02-15
MMR,4,MMR013024037,Tar Pat,MMR013024,2024-02-15
MMR,4,MMR013024038,Ka Dat Pa Na,MMR013024,2024-02-15
MMR,4,MMR013024039,Win Gyi,MMR013024,2024-02-15
MMR,4,MMR013024040,Sit Tan,MMR013024,2024-02-15
MMR,4,MMR013024041,Poke Ta Loke,MMR013024,2024-02-15
MMR,4,MMR013024042,Ma Yan Bay,MMR013024,2024-02-15
MMR,4,MMR013024043,Shan Chaung,MMR013024,2024-02-15
MMR,4,MMR013024044,Tu Myaung,MMR013024,2024-02-15
MMR,4,MMR013024045,Ta Man Gyi Kone,MMR013024,2024-02-15
MMR,4,MMR013024046,Aung Chan Thar,MMR013024,2024-02-15
MMR,4,MMR013024047,Ku Lar Tan,MMR013024,2024-02-15
MMR,4,MMR013024049,Zee Hpyu Pin,MMR013024,2024-02-15
MMR,4,MMR013024701,Urban,MMR013024,2024-02-15
MMR,4,MMR013024702,Urban,MMR013024,2024-02-15
MMR,4,MMR013025001,Pale,MMR013025,2024-02-15
MMR,4,MMR013025002,Nyaung Ni,MMR013025,2024-02-15
MMR,4,MMR013025003,Ywar Thit,MMR013025,2024-02-15
MMR,4,MMR013025004,Thaik Tu Kan,MMR013025,2024-02-15
MMR,4,MMR013025005,Kan Myint,MMR013025,2024-02-15
MMR,4,MMR013025006,Pyin Ma Kan,MMR013025,2024-02-15
MMR,4,MMR013025007,Ye Nwet,MMR013025,2024-02-15
MMR,4,MMR013025008,Kyar Win,MMR013025,2024-02-15
MMR,4,MMR013025009,Bant Bway,MMR013025,2024-02-15
MMR,4,MMR013025010,Min,MMR013025,2024-02-15
MMR,4,MMR013025011,Eik Tha Ya,MMR013025,2024-02-15
MMR,4,MMR013025012,Thone Gwa (West),MMR013025,2024-02-15
MMR,4,MMR013025013,Nan Yaw,MMR013025,2024-02-15
MMR,4,MMR013025014,Pa Dat Taing,MMR013025,2024-02-15
MMR,4,MMR013025015,Let Pan Nan Kha Le,MMR013025,2024-02-15
MMR,4,MMR013025016,Sa Bai Chaung,MMR013025,2024-02-15
MMR,4,MMR013025017,Kyon Kyeik,MMR013025,2024-02-15
MMR,4,MMR013025018,Ka Dat Pa Na,MMR013025,2024-02-15
MMR,4,MMR013025019,Se,MMR013025,2024-02-15
MMR,4,MMR013025020,Tha Yaw Taw,MMR013025,2024-02-15
MMR,4,MMR013025021,Ah Hpaung,MMR013025,2024-02-15
MMR,4,MMR013025022,Thea Kone,MMR013025,2024-02-15
MMR,4,MMR013025023,Kyar Bo,MMR013025,2024-02-15
MMR,4,MMR013025024,Ah Zat Wa,MMR013025,2024-02-15
MMR,4,MMR013025025,Hpa Yar Gyi,MMR013025,2024-02-15
MMR,4,MMR013025026,Ta Man Gyi,MMR013025,2024-02-15
MMR,4,MMR013025027,Ah Zan Taw Sun,MMR013025,2024-02-15
MMR,4,MMR013025028,Hpa Yon Kan,MMR013025,2024-02-15
MMR,4,MMR013025029,Mi Chaung Kan,MMR013025,2024-02-15
MMR,4,MMR013025030,Ta Kaw,MMR013025,2024-02-15
MMR,4,MMR013025031,Let Pan Kyoe,MMR013025,2024-02-15
MMR,4,MMR013025032,Yae Paw Kan,MMR013025,2024-02-15
MMR,4,MMR013025033,Tha Khut Kone,MMR013025,2024-02-15
MMR,4,MMR013025034,Shan Su,MMR013025,2024-02-15
MMR,4,MMR013025035,Kun Ka La,MMR013025,2024-02-15
MMR,4,MMR013025036,Bagan Taung Su,MMR013025,2024-02-15
MMR,4,MMR013025037,Pa Toke,MMR013025,2024-02-15
MMR,4,MMR013025038,Zwe Htaw,MMR013025,2024-02-15
MMR,4,MMR013025039,Htone Gyi,MMR013025,2024-02-15
MMR,4,MMR013025040,Kone Kha Lar,MMR013025,2024-02-15
MMR,4,MMR013025041,Ka Tone Paw (Upper),MMR013025,2024-02-15
MMR,4,MMR013025042,Ka Tone Paw (Middle),MMR013025,2024-02-15
MMR,4,MMR013025043,Let Pan Chaung,MMR013025,2024-02-15
MMR,4,MMR013025044,Ma Gyi Pin Chaung,MMR013025,2024-02-15
MMR,4,MMR013025045,Kaing Kone,MMR013025,2024-02-15
MMR,4,MMR013025046,Kywe Te Kone,MMR013025,2024-02-15
MMR,4,MMR013025047,Nyaung Pin Khin Tan,MMR013025,2024-02-15
MMR,4,MMR013025048,Ah Lan Kone,MMR013025,2024-02-15
MMR,4,MMR013025049,Sit Kone Taw Sun,MMR013025,2024-02-15
MMR,4,MMR013025050,Tin Taung Chaung,MMR013025,2024-02-15
MMR,4,MMR013025051,Hmo Kone Thar,MMR013025,2024-02-15
MMR,4,MMR013025052,Aung Pan Sein,MMR013025,2024-02-15
MMR,4,MMR013025053,Aung Thar Dan,MMR013025,2024-02-15
MMR,4,MMR013025054,Aw Bar Nyunt,MMR013025,2024-02-15
MMR,4,MMR013025055,Beik Theik,MMR013025,2024-02-15
MMR,4,MMR013025056,Ma Har Meik,MMR013025,2024-02-15
MMR,4,MMR013025057,Hay Ma Za Lar,MMR013025,2024-02-15
MMR,4,MMR013025058,Min Ywar Ah Thin,MMR013025,2024-02-15
MMR,4,MMR013025059,Tha Ma Seik Ta,MMR013025,2024-02-15
MMR,4,MMR013025060,Thar Thar Myaing,MMR013025,2024-02-15
MMR,4,MMR013025061,Thar Ga Ra,MMR013025,2024-02-15
MMR,4,MMR013025062,Htun Sein Ah Thin,MMR013025,2024-02-15
MMR,4,MMR013025063,Zaw Ti Ka,MMR013025,2024-02-15
MMR,4,MMR013025064,Yan Gyi Aung,MMR013025,2024-02-15
MMR,4,MMR013025701,Urban,MMR013025,2024-02-15
MMR,4,MMR013026001,Pauk Pin,MMR013026,2024-02-15
MMR,4,MMR013026002,Ka Mar Mat,MMR013026,2024-02-15
MMR,4,MMR013026003,Met Ka Than,MMR013026,2024-02-15
MMR,4,MMR013026004,Gyone Gyone Kya,MMR013026,2024-02-15
MMR,4,MMR013026005,Oke Hpo,MMR013026,2024-02-15
MMR,4,MMR013026006,Maung Ma,MMR013026,2024-02-15
MMR,4,MMR013026007,Kyu Taw,MMR013026,2024-02-15
MMR,4,MMR013026008,Ka Mar Chaik,MMR013026,2024-02-15
MMR,4,MMR013026009,Ah Lel Ywar,MMR013026,2024-02-15
MMR,4,MMR013026010,Aye Ywar,MMR013026,2024-02-15
MMR,4,MMR013026011,Swei Ka Tawt,MMR013026,2024-02-15
MMR,4,MMR013026012,Pein Kan,MMR013026,2024-02-15
MMR,4,MMR013026013,Hla Bi Lu,MMR013026,2024-02-15
MMR,4,MMR013026014,Ma Gyi Kan,MMR013026,2024-02-15
MMR,4,MMR013026015,Yoe Gyi,MMR013026,2024-02-15
MMR,4,MMR013026016,Kyon Tu,MMR013026,2024-02-15
MMR,4,MMR013026017,Ta Man Gyi,MMR013026,2024-02-15
MMR,4,MMR013026018,Ka Mar Ka Loke,MMR013026,2024-02-15
MMR,4,MMR013026019,Kayin Kan,MMR013026,2024-02-15
MMR,4,MMR013026020,Kan Nyi Naung,MMR013026,2024-02-15
MMR,4,MMR013026021,Kywe Ta Lin,MMR013026,2024-02-15
MMR,4,MMR013026022,Thet Kei Kone,MMR013026,2024-02-15
MMR,4,MMR013026023,Kha Mat,MMR013026,2024-02-15
MMR,4,MMR013026024,Kan Beit,MMR013026,2024-02-15
MMR,4,MMR013026025,Nyaung Pin Kwin,MMR013026,2024-02-15
MMR,4,MMR013026026,Bagan Taung,MMR013026,2024-02-15
MMR,4,MMR013026027,Pan Taw Chaung,MMR013026,2024-02-15
MMR,4,MMR013026028,Day Pauk,MMR013026,2024-02-15
MMR,4,MMR013026029,Kayin Su,MMR013026,2024-02-15
MMR,4,MMR013026030,Hpa Yar Pyo,MMR013026,2024-02-15
MMR,4,MMR013026031,Kwin Hlyar Shey,MMR013026,2024-02-15
MMR,4,MMR013026032,Hta Yan Kan,MMR013026,2024-02-15
MMR,4,MMR013026033,Tha Pyu Kan,MMR013026,2024-02-15
MMR,4,MMR013026034,Pa Lu Kan,MMR013026,2024-02-15
MMR,4,MMR013026035,Ta Kaw Kan,MMR013026,2024-02-15
MMR,4,MMR013026036,Kyi Ni Chaung,MMR013026,2024-02-15
MMR,4,MMR013026037,Pyin Ma Kone,MMR013026,2024-02-15
MMR,4,MMR013026038,Kyar Kan,MMR013026,2024-02-15
MMR,4,MMR013026039,Pa Lu,MMR013026,2024-02-15
MMR,4,MMR013026040,Aung Chan Thar,MMR013026,2024-02-15
MMR,4,MMR013026041,Bo Ka Lay,MMR013026,2024-02-15
MMR,4,MMR013026042,Sin Kyun,MMR013026,2024-02-15
MMR,4,MMR013026043,Kan Kaung,MMR013026,2024-02-15
MMR,4,MMR013026044,Yae Kyaw,MMR013026,2024-02-15
MMR,4,MMR013026045,Ohn Pin,MMR013026,2024-02-15
MMR,4,MMR013026046,Nyaung Lan,MMR013026,2024-02-15
MMR,4,MMR013026047,Sin Min Aing,MMR013026,2024-02-15
MMR,4,MMR013026048,Kin Mun Chon,MMR013026,2024-02-15
MMR,4,MMR013026049,Zee Hpyu Pin,MMR013026,2024-02-15
MMR,4,MMR013026050,Kyon Kan,MMR013026,2024-02-15
MMR,4,MMR013026051,Nyaung Pin Thar,MMR013026,2024-02-15
MMR,4,MMR013026052,Sa Khan Gyi,MMR013026,2024-02-15
MMR,4,MMR013026053,Kan Thar,MMR013026,2024-02-15
MMR,4,MMR013026701,Urban,MMR013026,2024-02-15
MMR,4,MMR013027001,Khat Ti Ya,MMR013027,2024-02-15
MMR,4,MMR013027002,Ah Ka la,MMR013027,2024-02-15
MMR,4,MMR013027003,Ka Tha Paung,MMR013027,2024-02-15
MMR,4,MMR013027004,Kywe Da Yut,MMR013027,2024-02-15
MMR,4,MMR013027005,Kayin Chaung,MMR013027,2024-02-15
MMR,4,MMR013027006,Kha Naung Htein Ta Pin,MMR013027,2024-02-15
MMR,4,MMR013027007,Sar Hpyu Su,MMR013027,2024-02-15
MMR,4,MMR013027008,Yae Twin Kone,MMR013027,2024-02-15
MMR,4,MMR013027009,Tu Chaung Gyi,MMR013027,2024-02-15
MMR,4,MMR013027010,Ma Wun,MMR013027,2024-02-15
MMR,4,MMR013027011,Kyi Seik,MMR013027,2024-02-15
MMR,4,MMR013027012,Tet Thit,MMR013027,2024-02-15
MMR,4,MMR013027013,Tha Wun Taw,MMR013027,2024-02-15
MMR,4,MMR013027014,Ta Khun Taing,MMR013027,2024-02-15
MMR,4,MMR013027015,Ah Dun,MMR013027,2024-02-15
MMR,4,MMR013027016,Twantay Wa,MMR013027,2024-02-15
MMR,4,MMR013027017,Pa Thi,MMR013027,2024-02-15
MMR,4,MMR013027018,Zee Hpyu Kone,MMR013027,2024-02-15
MMR,4,MMR013027019,Kha Lauk Chaik,MMR013027,2024-02-15
MMR,4,MMR013027020,Kha Yan Wa,MMR013027,2024-02-15
MMR,4,MMR013027021,Kha Yan Gyi,MMR013027,2024-02-15
MMR,4,MMR013027022,Kha Yan Hpyar,MMR013027,2024-02-15
MMR,4,MMR013027023,Ka Li Htaw,MMR013027,2024-02-15
MMR,4,MMR013027024,Kyi Tan,MMR013027,2024-02-15
MMR,4,MMR013027025,Ta Ka Hleit,MMR013027,2024-02-15
MMR,4,MMR013027026,Yae Kyaw,MMR013027,2024-02-15
MMR,4,MMR013027027,Ta Mar Ta Kaw,MMR013027,2024-02-15
MMR,4,MMR013027028,Ta Man Gyi,MMR013027,2024-02-15
MMR,4,MMR013027029,Kan,MMR013027,2024-02-15
MMR,4,MMR013027030,Ku Lar Tan,MMR013027,2024-02-15
MMR,4,MMR013027031,Ma Ngay (Middle),MMR013027,2024-02-15
MMR,4,MMR013027032,Byauk Yoe,MMR013027,2024-02-15
MMR,4,MMR013027033,Let Pan Gwa,MMR013027,2024-02-15
MMR,4,MMR013027034,Kyun Ka lay,MMR013027,2024-02-15
MMR,4,MMR013027035,Ah Lat Chaung,MMR013027,2024-02-15
MMR,4,MMR013027036,Gyaung Waing,MMR013027,2024-02-15
MMR,4,MMR013027058,Pyawbwe Lay,MMR013027,2024-02-15
MMR,4,MMR013027061,Peik Swei,MMR013027,2024-02-15
MMR,4,MMR013027062,Yangon Pauk,MMR013027,2024-02-15
MMR,4,MMR013027063,Kyaik Tha Le,MMR013027,2024-02-15
MMR,4,MMR013027064,Hpa Yar Gyi,MMR013027,2024-02-15
MMR,4,MMR013027065,Pauk Taw,MMR013027,2024-02-15
MMR,4,MMR013027066,Hpa Yar Ngoke To (South),MMR013027,2024-02-15
MMR,4,MMR013027067,Hpa Yar Ngoke To (North),MMR013027,2024-02-15
MMR,4,MMR013027068,Kan Beit,MMR013027,2024-02-15
MMR,4,MMR013027069,San,MMR013027,2024-02-15
MMR,4,MMR013027070,Ah Yoe Taung,MMR013027,2024-02-15
MMR,4,MMR013027071,Kyun Bet,MMR013027,2024-02-15
MMR,4,MMR013027072,Ka Pin Gyi,MMR013027,2024-02-15
MMR,4,MMR013027073,Kyaung Su,MMR013027,2024-02-15
MMR,4,MMR013027074,Ah Lel Chaung,MMR013027,2024-02-15
MMR,4,MMR013027075,Ga Yat La Mee,MMR013027,2024-02-15
MMR,4,MMR013027076,Shwe Hlay Chaung (Twan),MMR013027,2024-02-15
MMR,4,MMR013027077,Pya Tha Taik,MMR013027,2024-02-15
MMR,4,MMR013027078,Ah Twin Yae Kyaw,MMR013027,2024-02-15
MMR,4,MMR013027079,Ka Don,MMR013027,2024-02-15
MMR,4,MMR013027080,Hnget Pyaw San,MMR013027,2024-02-15
MMR,4,MMR013027081,Kha Loke,MMR013027,2024-02-15
MMR,4,MMR013027082,Wet Chaung,MMR013027,2024-02-15
MMR,4,MMR013027083,Shan Su,MMR013027,2024-02-15
MMR,4,MMR013027084,Htaw Tho,MMR013027,2024-02-15
MMR,4,MMR013027085,Ma Yan Ta Pin,MMR013027,2024-02-15
MMR,4,MMR013027086,Mar La Kar Rubber Chan,MMR013027,2024-02-15
MMR,4,MMR013027087,Ta Loke Htaw,MMR013027,2024-02-15
MMR,4,MMR013027088,Yangon Rubber Chan,MMR013027,2024-02-15
MMR,4,MMR013027701,Urban,MMR013027,2024-02-15
MMR,4,MMR013028001,Htan Pin Chaung,MMR013028,2024-02-15
MMR,4,MMR013028002,Yae Kyaw,MMR013028,2024-02-15
MMR,4,MMR013028003,Pyin Ka Doe,MMR013028,2024-02-15
MMR,4,MMR013028004,Nyaung Kone,MMR013028,2024-02-15
MMR,4,MMR013028005,Kyaik Htaw (North),MMR013028,2024-02-15
MMR,4,MMR013028006,Kyaik Htaw (South),MMR013028,2024-02-15
MMR,4,MMR013028007,Auk Kyaung,MMR013028,2024-02-15
MMR,4,MMR013028008,Tha Meit,MMR013028,2024-02-15
MMR,4,MMR013028009,Kyon La Tar,MMR013028,2024-02-15
MMR,4,MMR013028010,Popa,MMR013028,2024-02-15
MMR,4,MMR013028011,Hmaw Taw,MMR013028,2024-02-15
MMR,4,MMR013028012,War Thein Kha,MMR013028,2024-02-15
MMR,4,MMR013028013,Ma Sei Seik,MMR013028,2024-02-15
MMR,4,MMR013028014,Ta Loke Htaw,MMR013028,2024-02-15
MMR,4,MMR013028015,Kha Laung,MMR013028,2024-02-15
MMR,4,MMR013028016,Ka Nyin Ngu,MMR013028,2024-02-15
MMR,4,MMR013028017,Shar Bwar,MMR013028,2024-02-15
MMR,4,MMR013028018,Ta Ku Pon,MMR013028,2024-02-15
MMR,4,MMR013028019,Hnget Aw San,MMR013028,2024-02-15
MMR,4,MMR013028020,Nat Yae Twin,MMR013028,2024-02-15
MMR,4,MMR013028021,Za Yat Kone,MMR013028,2024-02-15
MMR,4,MMR013028022,Ywar Tan Shey,MMR013028,2024-02-15
MMR,4,MMR013028023,Pein Hne Kone,MMR013028,2024-02-15
MMR,4,MMR013028024,Ah Hpyauk,MMR013028,2024-02-15
MMR,4,MMR013028025,Yae Hpyu Twin,MMR013028,2024-02-15
MMR,4,MMR013028026,Nat Sin Kone,MMR013028,2024-02-15
MMR,4,MMR013028027,Ma Gyi Kan,MMR013028,2024-02-15
MMR,4,MMR013028028,Myauk Chaung,MMR013028,2024-02-15
MMR,4,MMR013028029,San Kauk,MMR013028,2024-02-15
MMR,4,MMR013028030,Taung Chaung,MMR013028,2024-02-15
MMR,4,MMR013028031,Lar Wa Di,MMR013028,2024-02-15
MMR,4,MMR013028032,Sa Bagan,MMR013028,2024-02-15
MMR,4,MMR013028033,Let Khaik,MMR013028,2024-02-15
MMR,4,MMR013028034,Kyar Kan,MMR013028,2024-02-15
MMR,4,MMR013028035,Koe Taung,MMR013028,2024-02-15
MMR,4,MMR013028036,Myet San Ni,MMR013028,2024-02-15
MMR,4,MMR013028037,Hpa Yon Chaung,MMR013028,2024-02-15
MMR,4,MMR013028038,Kan Thone Kan,MMR013028,2024-02-15
MMR,4,MMR013028039,Htan Ma Naing,MMR013028,2024-02-15
MMR,4,MMR013028040,Nyaung Pin Thar,MMR013028,2024-02-15
MMR,4,MMR013028041,Boet Din,MMR013028,2024-02-15
MMR,4,MMR013028042,Pyar Hmut,MMR013028,2024-02-15
MMR,4,MMR013028043,War Ba Lauk Thauk,MMR013028,2024-02-15
MMR,4,MMR013028044,Ma Wun,MMR013028,2024-02-15
MMR,4,MMR013028045,Kywe Lu Aing,MMR013028,2024-02-15
MMR,4,MMR013028046,Ka Mar Ka Nee,MMR013028,2024-02-15
MMR,4,MMR013028047,Tha Khut Pin,MMR013028,2024-02-15
MMR,4,MMR013028048,Kyon Da Yei,MMR013028,2024-02-15
MMR,4,MMR013028049,Kyu Taw Chaung,MMR013028,2024-02-15
MMR,4,MMR013028050,Kha Yaik Kha Ni,MMR013028,2024-02-15
MMR,4,MMR013028051,Htan Ta Pin,MMR013028,2024-02-15
MMR,4,MMR013028052,Tha Min Chan,MMR013028,2024-02-15
MMR,4,MMR013028053,Tar Taik,MMR013028,2024-02-15
MMR,4,MMR013028054,Sar Taing Hmut,MMR013028,2024-02-15
MMR,4,MMR013028055,Tha Yet Taw,MMR013028,2024-02-15
MMR,4,MMR013028701,Urban,MMR013028,2024-02-15
MMR,4,MMR013029001,Ka Mar Par,MMR013029,2024-02-15
MMR,4,MMR013029002,Kawt Dun,MMR013029,2024-02-15
MMR,4,MMR013029003,Kan Hylar Shey,MMR013029,2024-02-15
MMR,4,MMR013029004,Kayin Chaung,MMR013029,2024-02-15
MMR,4,MMR013029005,Ka Nyin Kone,MMR013029,2024-02-15
MMR,4,MMR013029006,Kya Khat Kone Gyi,MMR013029,2024-02-15
MMR,4,MMR013029007,Kya Khat Kone Lay,MMR013029,2024-02-15
MMR,4,MMR013029008,Kant Ma lar,MMR013029,2024-02-15
MMR,4,MMR013029009,Kha Lauk Ta Yar,MMR013029,2024-02-15
MMR,4,MMR013029010,Hnget Gyi Daung,MMR013029,2024-02-15
MMR,4,MMR013029011,Taik Gyi,MMR013029,2024-02-15
MMR,4,MMR013029012,Su Ka Lat,MMR013029,2024-02-15
MMR,4,MMR013029013,Seik Gyi,MMR013029,2024-02-15
MMR,4,MMR013029014,Nyaung Ngu,MMR013029,2024-02-15
MMR,4,MMR013029015,Taw Kha Yan Ah Shey,MMR013029,2024-02-15
MMR,4,MMR013029016,Taw Kha Yan Ah Nauk,MMR013029,2024-02-15
MMR,4,MMR013029017,Taung Kone 1,MMR013029,2024-02-15
MMR,4,MMR013029018,Taw Ku Ah Shey,MMR013029,2024-02-15
MMR,4,MMR013029019,Taw Ku Ah Nauk,MMR013029,2024-02-15
MMR,4,MMR013029020,Taw Kyaung,MMR013029,2024-02-15
MMR,4,MMR013029021,Taw Pyar,MMR013029,2024-02-15
MMR,4,MMR013029022,Taw Lan,MMR013029,2024-02-15
MMR,4,MMR013029023,Taw Kha Lu,MMR013029,2024-02-15
MMR,4,MMR013029024,Taw Kha Yan Lay,MMR013029,2024-02-15
MMR,4,MMR013029025,Hti Hpar,MMR013029,2024-02-15
MMR,4,MMR013029026,Day Da Naw,MMR013029,2024-02-15
MMR,4,MMR013029027,Da Yei Lu,MMR013029,2024-02-15
MMR,4,MMR013029028,Pi La Khat,MMR013029,2024-02-15
MMR,4,MMR013029029,Pa Kauk,MMR013029,2024-02-15
MMR,4,MMR013029030,Pay Kone,MMR013029,2024-02-15
MMR,4,MMR013029031,Hmaw Bi,MMR013029,2024-02-15
MMR,4,MMR013029032,Mei Ya Kone,MMR013029,2024-02-15
MMR,4,MMR013029033,Man Ka Leik,MMR013029,2024-02-15
MMR,4,MMR013029034,Ma Yan,MMR013029,2024-02-15
MMR,4,MMR013029035,Yae Tein,MMR013029,2024-02-15
MMR,4,MMR013029036,Let Khoke Kone,MMR013029,2024-02-15
MMR,4,MMR013029037,Wet Kaik,MMR013029,2024-02-15
MMR,4,MMR013029038,War Kauk Taw,MMR013029,2024-02-15
MMR,4,MMR013029039,Thone Gwa,MMR013029,2024-02-15
MMR,4,MMR013029040,Tha Pyu San,MMR013029,2024-02-15
MMR,4,MMR013029041,Thea Kone Tan,MMR013029,2024-02-15
MMR,4,MMR013029042,Taung Kone 2,MMR013029,2024-02-15
MMR,4,MMR013029043,In Ga Lone,MMR013029,2024-02-15
MMR,4,MMR013029701,Urban,MMR013029,2024-02-15
MMR,4,MMR013030001,Rakhine Chaung (South),MMR013030,2024-02-15
MMR,4,MMR013030002,Rakhine Chaung (North),MMR013030,2024-02-15
MMR,4,MMR013030003,Da Noke San Pya,MMR013030,2024-02-15
MMR,4,MMR013030004,Nyaung Chaung,MMR013030,2024-02-15
MMR,4,MMR013030005,Tone Tin Gan (South),MMR013030,2024-02-15
MMR,4,MMR013030006,Tone Tin Gan (North),MMR013030,2024-02-15
MMR,4,MMR013030007,Boe Hpyu Chaung,MMR013030,2024-02-15
MMR,4,MMR013030008,Kha Naung (Ywar Ma),MMR013030,2024-02-15
MMR,4,MMR013030009,Kha Naung (Upper),MMR013030,2024-02-15
MMR,4,MMR013030010,Kha Naung (Shan Su),MMR013030,2024-02-15
MMR,4,MMR013030011,Ta Dar Chaung,MMR013030,2024-02-15
MMR,4,MMR013030012,Ye Chaung,MMR013030,2024-02-15
MMR,4,MMR013030013,Tha Pyay Kone,MMR013030,2024-02-15
